,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000011143,143.300800526633,-0.24795800977208,0.159049788765658,0.0698671254462081,0.205420512970165
ENSG00000011198,1159.40295920204,1.07384791756004,0.182265001481254,2.13413090243281e-10,5.08357310867482e-09
ENSG00000011243,656.993941281658,-0.165717748493931,0.110616090534353,0.109564273181172,0.284301999091048
ENSG00000011258,368.7619992833,-0.270262423667757,0.128008315903308,0.0206863627639425,0.0815693184691475
ENSG00000011260,408.796516102391,0.222848884278594,0.117929927586653,0.0407303431972338,0.137645893028608
ENSG00000011275,1718.87309185239,0.00832795373657678,0.0791239690350638,0.889979142949372,0.954574253601503
ENSG00000011295,406.558627175378,0.109892271043225,0.120673071249207,0.315930571435103,0.564777458855715
ENSG00000011304,3588.8891154281,0.336778595883244,0.0786045356080857,8.778702085536e-06,9.94956354534162e-05
ENSG00000011332,11.0688610999942,0.0454744253500092,0.275937612034273,0.731747762973178,0.87995169469372
ENSG00000011347,148.299121469337,-0.84023524347554,0.203252836320356,3.78056428143474e-06,4.61551354927767e-05
ENSG00000011376,427.243162103965,0.0289836401883214,0.110122296618961,0.773953138759995,0.90187471750752
